OrderDate,Product,Region,Age,Revenue,Quantity,CustomerID,Category
2023-01-02 22:00:00,Mouse,North,48,640,3,1056,Accessories
2023-01-02 23:00:00,Tablet,East,44,3149,3,1065,Electronics
2023-01-03 00:00:00,Keyboard,West,20,3957,4,1056,Accessories
2023-01-03 01:00:00,Tablet,South,45,4361,1,1031,Electronics
2023-01-03 02:00:00,Keyboard,East,31,2584,8,1054,Accessories
2023-01-03 03:00:00,Phone,North,34,1836,3,1081,Electronics
2023-01-03 04:00:00,Smartwatch,East,56,2561,5,1039,Wearables
2023-01-03 05:00:00,Laptop,West,36,369,9,1086,Electronics
2023-01-03 06:00:00,Laptop,West,29,4054,8,1040,Electronics
2023-01-03 07:00:00,Mouse,South,57,1774,7,1093,Accessories
2023-01-03 08:00:00,Monitor,South,20,515,5,1040,Electronics
2023-01-03 09:00:00,Phone,South,35,3677,2,1075,Electronics
2023-01-03 10:00:00,Laptop,North,45,851,3,1065,Electronics
2023-01-03 11:00:00,Laptop,East,22,3867,7,1015,Electronics
2023-01-03 12:00:00,Monitor,South,48,3864,2,1004,Electronics
2023-01-03 13:00:00,Monitor,North,38,3227,4,1085,Electronics
2023-01-03 14:00:00,Laptop,North,39,819,10,1052,Electronics
2023-01-03 15:00:00,Headphones,West,24,1633,6,1025,Accessories
2023-01-03 16:00:00,Monitor,North,50,2641,6,1097,Electronics
2023-01-03 17:00:00,Headphones,East,53,259,8,1017,Accessories
2023-01-03 18:00:00,Smartwatch,East,46,71,5,1053,Wearables
2023-01-03 19:00:00,Phone,North,19,4079,6,1058,Electronics
2023-01-03 20:00:00,Monitor,North,23,4210,9,1098,Electronics
2023-01-03 21:00:00,Smartwatch,South,49,4429,7,1025,Wearables
2023-01-03 22:00:00,Keyboard,East,57,1835,2,1073,Accessories
2023-01-03 23:00:00,Mouse,South,57,3227,9,1018,Accessories
2023-01-04 00:00:00,Headphones,South,54,4833,1,1082,Accessories
2023-01-04 01:00:00,Phone,West,30,1333,6,1004,Electronics
2023-01-04 02:00:00,Headphones,South,29,1267,9,1049,Accessories
2023-01-04 03:00:00,Keyboard,East,37,1612,4,1091,Accessories
2023-01-04 04:00:00,Phone,South,29,1666,10,1003,Electronics
2023-01-04 05:00:00,Laptop,East,20,4154,4,1036,Electronics
2023-01-04 06:00:00,Keyboard,East,28,2684,5,1018,Accessories
2023-01-04 07:00:00,Tablet,West,36,2364,1,1075,Electronics
2023-01-04 08:00:00,Tablet,South,53,161,9,1038,Electronics
2023-01-04 09:00:00,Monitor,South,32,1985,4,1019,Electronics
2023-01-04 10:00:00,Phone,North,46,1599,6,1079,Electronics
2023-01-04 11:00:00,Monitor,North,37,3398,5,1079,Electronics
2023-01-04 12:00:00,Phone,North,35,4814,5,1018,Electronics
2023-01-04 13:00:00,Keyboard,North,35,4865,3,1097,Accessories
2023-01-04 14:00:00,Phone,West,22,4998,8,1010,Electronics
2023-01-04 15:00:00,Laptop,West,49,2835,9,1012,Electronics
2023-01-04 16:00:00,Mouse,North,28,1114,9,1079,Accessories
2023-01-04 17:00:00,Tablet,South,32,4591,6,1023,Electronics
2023-01-04 18:00:00,Mouse,East,35,2778,10,1035,Accessories
2023-01-04 19:00:00,Phone,East,40,404,9,1058,Electronics
2023-01-04 20:00:00,Mouse,North,45,1584,9,1034,Accessories
2023-01-04 21:00:00,Laptop,South,39,1886,2,1028,Electronics
2023-01-04 22:00:00,Tablet,South,30,762,10,1083,Electronics
2023-01-04 23:00:00,Smartwatch,North,50,1182,3,1098,Wearables
2023-01-05 00:00:00,Phone,East,42,3266,1,1081,Electronics
2023-01-05 01:00:00,Tablet,North,54,2630,7,1044,Electronics
2023-01-05 02:00:00,Mouse,West,34,1652,10,1007,Accessories
2023-01-05 03:00:00,Smartwatch,West,46,1349,7,1056,Wearables
2023-01-05 04:00:00,Headphones,South,54,3806,6,1078,Accessories
2023-01-05 05:00:00,Tablet,East,18,1998,7,1085,Electronics
2023-01-05 06:00:00,Headphones,North,28,2618,10,1062,Accessories
2023-01-05 07:00:00,Keyboard,North,40,2761,4,1070,Accessories
2023-01-05 08:00:00,Smartwatch,North,36,1023,3,1022,Wearables
2023-01-05 09:00:00,Smartwatch,West,52,2382,6,1008,Wearables
2023-01-05 10:00:00,Tablet,North,41,3740,10,1074,Electronics
2023-01-05 11:00:00,Keyboard,North,32,1326,7,1075,Accessories
2023-01-05 12:00:00,Mouse,South,42,2200,3,1095,Accessories
2023-01-05 13:00:00,Monitor,North,26,4917,8,1027,Electronics
2023-01-05 14:00:00,Phone,West,44,489,7,1065,Electronics
2023-01-05 15:00:00,Keyboard,South,53,1593,3,1062,Accessories
2023-01-05 16:00:00,Smartwatch,East,54,1194,3,1018,Wearables
2023-01-05 17:00:00,Monitor,East,20,1098,4,1016,Electronics
2023-01-05 18:00:00,Smartwatch,West,35,2062,7,1013,Wearables
2023-01-05 19:00:00,Tablet,North,47,2244,9,1018,Electronics
2023-01-05 20:00:00,Mouse,East,29,3999,4,1003,Accessories
2023-01-05 21:00:00,Laptop,East,30,4041,2,1028,Electronics
2023-01-05 22:00:00,Smartwatch,West,51,663,3,1066,Wearables
2023-01-05 23:00:00,Mouse,South,45,2442,8,1020,Accessories
2023-01-06 00:00:00,Headphones,North,35,3522,6,1093,Accessories
2023-01-06 01:00:00,Smartwatch,East,22,2751,4,1076,Wearables
2023-01-06 02:00:00,Monitor,West,59,323,5,1079,Electronics
2023-01-06 03:00:00,Mouse,West,18,4843,2,1065,Accessories
2023-01-06 04:00:00,Keyboard,East,18,2040,9,1025,Accessories
2023-01-06 05:00:00,Mouse,West,56,2974,4,1076,Accessories
2023-01-06 06:00:00,Keyboard,North,39,2621,10,1097,Accessories
2023-01-06 07:00:00,Keyboard,South,32,3065,10,1077,Accessories
2023-01-06 08:00:00,Laptop,West,50,2873,6,1006,Electronics
2023-01-06 09:00:00,Monitor,East,39,3748,6,1014,Electronics
2023-01-06 10:00:00,Phone,West,58,393,8,1048,Electronics
2023-01-06 11:00:00,Monitor,East,38,1268,9,1001,Electronics
2023-01-06 12:00:00,Tablet,South,48,351,1,1100,Electronics
2023-01-06 13:00:00,Smartwatch,West,35,385,3,1086,Wearables
2023-01-06 14:00:00,Monitor,North,29,3417,3,1100,Electronics
2023-01-06 15:00:00,Smartwatch,West,23,980,9,1087,Wearables
2023-01-06 16:00:00,Smartwatch,West,43,3902,1,1048,Wearables
2023-01-06 17:00:00,Smartwatch,East,35,2110,2,1080,Wearables
2023-01-06 18:00:00,Laptop,North,33,653,8,1045,Electronics
2023-01-06 19:00:00,Phone,West,38,1643,8,1039,Electronics
2023-01-06 20:00:00,Keyboard,South,55,3475,2,1063,Accessories
2023-01-06 21:00:00,Monitor,North,56,2582,1,1055,Electronics
2023-01-06 22:00:00,Tablet,West,19,2224,7,1011,Electronics
2023-01-06 23:00:00,Monitor,South,20,3002,3,1056,Electronics
2023-01-07 00:00:00,Keyboard,West,55,4667,10,1072,Accessories
2023-01-07 01:00:00,Mouse,East,32,2295,5,1097,Accessories
2023-01-07 02:00:00,Smartwatch,West,48,3901,6,1008,Wearables
2023-01-07 03:00:00,Mouse,North,52,3258,1,1093,Accessories
2023-01-07 04:00:00,Tablet,East,22,960,3,1081,Electronics
2023-01-07 05:00:00,Mouse,East,34,1361,7,1050,Accessories
2023-01-07 06:00:00,Mouse,South,45,932,10,1066,Accessories
2023-01-07 07:00:00,Smartwatch,North,21,4563,5,1005,Wearables
2023-01-07 08:00:00,Keyboard,North,37,4667,5,1031,Accessories
2023-01-07 09:00:00,Keyboard,South,49,2092,8,1005,Accessories
2023-01-07 10:00:00,Keyboard,South,59,4941,4,1040,Accessories
2023-01-07 11:00:00,Monitor,West,58,813,6,1094,Electronics
2023-01-07 12:00:00,Phone,South,44,1258,4,1004,Electronics
2023-01-07 13:00:00,Monitor,North,24,3962,5,1001,Electronics
2023-01-07 14:00:00,Mouse,South,36,166,2,1042,Accessories
2023-01-07 15:00:00,Phone,West,32,3478,5,1088,Electronics
2023-01-07 16:00:00,Headphones,West,47,2711,4,1090,Accessories
2023-01-07 17:00:00,Monitor,South,50,293,10,1035,Electronics
2023-01-07 18:00:00,Monitor,North,51,3634,2,1054,Electronics
2023-01-07 19:00:00,Smartwatch,West,34,3369,1,1067,Wearables
2023-01-07 20:00:00,Keyboard,East,35,896,4,1003,Accessories
2023-01-07 21:00:00,Keyboard,West,31,1310,3,1011,Accessories
2023-01-07 22:00:00,Phone,East,47,1433,4,1090,Electronics
2023-01-07 23:00:00,Monitor,East,21,1274,2,1099,Electronics
2023-01-08 00:00:00,Keyboard,South,43,4482,9,1026,Accessories
2023-01-08 01:00:00,Monitor,North,42,1990,7,1016,Electronics
2023-01-08 02:00:00,Mouse,East,23,266,7,1036,Accessories
2023-01-08 03:00:00,Headphones,West,52,3037,8,1028,Accessories
2023-01-08 04:00:00,Keyboard,North,46,3213,10,1031,Accessories
2023-01-08 05:00:00,Laptop,East,59,2475,1,1054,Electronics
2023-01-08 06:00:00,Headphones,South,40,2370,7,1001,Accessories
2023-01-08 07:00:00,Keyboard,West,44,3484,7,1046,Accessories
2023-01-08 08:00:00,Laptop,West,34,4616,8,1064,Electronics
2023-01-08 09:00:00,Laptop,East,44,2939,5,1034,Electronics
2023-01-08 10:00:00,Keyboard,South,47,2084,8,1026,Accessories
2023-01-08 11:00:00,Headphones,East,26,85,8,1024,Accessories
2023-01-08 12:00:00,Smartwatch,West,42,2152,3,1014,Wearables
2023-01-08 13:00:00,Phone,West,32,3089,1,1095,Electronics
2023-01-08 14:00:00,Laptop,North,43,3078,2,1014,Electronics
2023-01-08 15:00:00,Keyboard,North,53,2702,2,1016,Accessories
2023-01-08 16:00:00,Smartwatch,West,22,2836,1,1045,Wearables
2023-01-08 17:00:00,Smartwatch,North,41,4806,5,1035,Wearables
2023-01-08 18:00:00,Smartwatch,West,60,2777,1,1074,Wearables
2023-01-08 19:00:00,Mouse,South,37,468,9,1043,Accessories
2023-01-08 20:00:00,Headphones,North,23,1082,4,1080,Accessories
2023-01-08 21:00:00,Laptop,South,51,3391,9,1081,Electronics
2023-01-08 22:00:00,Keyboard,North,41,1788,5,1095,Accessories
2023-01-08 23:00:00,Smartwatch,South,51,2776,4,1084,Wearables
2023-01-09 00:00:00,Phone,South,56,3561,8,1083,Electronics
2023-01-09 01:00:00,Phone,West,54,104,9,1080,Electronics
2023-01-09 02:00:00,Tablet,North,20,4143,3,1017,Electronics
2023-01-09 03:00:00,Smartwatch,North,21,4133,7,1074,Wearables
2023-01-09 04:00:00,Phone,West,27,4041,1,1011,Electronics
2023-01-09 05:00:00,Laptop,West,46,4464,2,1098,Electronics
2023-01-09 06:00:00,Headphones,South,48,2602,9,1088,Accessories
2023-01-09 07:00:00,Headphones,West,28,1822,8,1061,Accessories
2023-01-09 08:00:00,Keyboard,South,54,1951,8,1077,Accessories
2023-01-09 09:00:00,Phone,West,25,1171,8,1095,Electronics
2023-01-09 10:00:00,Monitor,West,18,4048,10,1014,Electronics
2023-01-09 11:00:00,Phone,North,51,3408,6,1077,Electronics
2023-01-09 12:00:00,Tablet,East,37,1620,4,1049,Electronics
2023-01-09 13:00:00,Monitor,North,39,4773,4,1080,Electronics
2023-01-09 14:00:00,Tablet,West,20,4970,5,1085,Electronics
2023-01-09 15:00:00,Smartwatch,East,47,555,3,1007,Wearables
2023-01-09 16:00:00,Smartwatch,East,59,2203,3,1078,Wearables
2023-01-09 17:00:00,Keyboard,East,53,3417,6,1009,Accessories
2023-01-09 18:00:00,Tablet,East,42,339,4,1031,Electronics
2023-01-09 19:00:00,Keyboard,South,19,289,10,1049,Accessories
2023-01-09 20:00:00,Laptop,South,36,4306,4,1038,Electronics
2023-01-09 21:00:00,Phone,East,33,1507,10,1009,Electronics
2023-01-09 22:00:00,Monitor,South,41,2050,3,1063,Electronics
2023-01-09 23:00:00,Monitor,East,44,3329,3,1083,Electronics
2023-01-10 00:00:00,Keyboard,East,45,4683,5,1054,Accessories
2023-01-10 01:00:00,Phone,West,20,3138,3,1041,Electronics
2023-01-10 02:00:00,Headphones,West,39,1214,6,1090,Accessories
2023-01-10 03:00:00,Monitor,South,20,3524,8,1073,Electronics
2023-01-10 04:00:00,Headphones,East,32,4660,8,1017,Accessories
2023-01-10 05:00:00,Phone,South,33,192,8,1003,Electronics
2023-01-10 06:00:00,Headphones,South,46,1555,3,1048,Accessories
2023-01-10 07:00:00,Laptop,West,35,1555,8,1074,Electronics
2023-01-10 08:00:00,Tablet,North,45,1276,8,1039,Electronics
2023-01-10 09:00:00,Smartwatch,East,55,558,5,1070,Wearables
2023-01-10 10:00:00,Smartwatch,West,50,4672,6,1082,Wearables
2023-01-10 11:00:00,Keyboard,South,33,3688,8,1027,Accessories
2023-01-10 12:00:00,Laptop,South,31,3118,6,1051,Electronics
2023-01-10 13:00:00,Monitor,West,19,2812,1,1004,Electronics
2023-01-10 14:00:00,Keyboard,North,43,241,3,1073,Accessories
2023-01-10 15:00:00,Keyboard,North,48,3330,2,1004,Accessories
2023-01-10 16:00:00,Smartwatch,East,59,903,9,1010,Wearables
2023-01-10 17:00:00,Phone,South,46,3801,9,1054,Electronics
2023-01-10 18:00:00,Monitor,South,60,354,6,1067,Electronics
2023-01-10 19:00:00,Keyboard,North,31,3586,3,1002,Accessories
2023-01-10 20:00:00,Monitor,West,19,3836,2,1014,Electronics
2023-01-10 21:00:00,Tablet,East,43,244,2,1097,Electronics
2023-01-10 22:00:00,Phone,North,48,599,5,1011,Electronics
2023-01-10 23:00:00,Monitor,North,25,2841,9,1044,Electronics
2023-01-11 00:00:00,Headphones,West,53,933,5,1085,Accessories
2023-01-11 01:00:00,Keyboard,South,26,1464,7,1028,Accessories
2023-01-11 02:00:00,Headphones,North,29,366,1,1095,Accessories
2023-01-11 03:00:00,Phone,East,29,507,4,1054,Electronics
2023-01-11 04:00:00,Laptop,South,44,1747,7,1003,Electronics
2023-01-11 05:00:00,Headphones,East,44,4834,4,1080,Accessories
2023-01-11 06:00:00,Keyboard,North,48,1760,9,1050,Accessories
2023-01-11 07:00:00,Keyboard,South,54,2121,4,1038,Accessories
2023-01-11 08:00:00,Smartwatch,East,59,2584,10,1027,Wearables
2023-01-11 09:00:00,Phone,East,35,321,7,1078,Electronics
2023-01-11 10:00:00,Smartwatch,West,23,3794,9,1039,Wearables
2023-01-11 11:00:00,Keyboard,East,57,3625,8,1047,Accessories
2023-01-11 12:00:00,Tablet,East,19,4958,9,1081,Electronics
2023-01-11 13:00:00,Keyboard,West,50,3946,9,1026,Accessories
2023-01-11 14:00:00,Smartwatch,East,46,1390,5,1084,Wearables
2023-01-11 15:00:00,Smartwatch,South,50,988,3,1035,Wearables
2023-01-11 16:00:00,Phone,North,59,3182,1,1078,Electronics
2023-01-11 17:00:00,Laptop,South,50,1543,5,1064,Electronics
2023-01-11 18:00:00,Tablet,North,45,655,8,1027,Electronics
2023-01-11 19:00:00,Mouse,South,39,4565,6,1017,Accessories
2023-01-11 20:00:00,Keyboard,East,31,1636,10,1008,Accessories
2023-01-11 21:00:00,Laptop,South,50,1996,9,1001,Electronics
2023-01-11 22:00:00,Phone,East,39,1944,4,1075,Electronics
2023-01-11 23:00:00,Monitor,North,56,4868,6,1053,Electronics
2023-01-12 00:00:00,Laptop,South,20,644,9,1005,Electronics
2023-01-12 01:00:00,Keyboard,West,42,4934,10,1015,Accessories
2023-01-12 02:00:00,Laptop,East,48,1340,5,1048,Electronics
2023-01-12 03:00:00,Headphones,East,31,4784,8,1026,Accessories
2023-01-12 04:00:00,Smartwatch,West,54,3145,8,1043,Wearables
2023-01-12 05:00:00,Smartwatch,South,44,1251,1,1026,Wearables
2023-01-12 06:00:00,Keyboard,South,31,971,7,1081,Accessories
2023-01-12 07:00:00,Headphones,North,37,70,10,1004,Accessories
2023-01-12 08:00:00,Tablet,South,28,2812,4,1046,Electronics
2023-01-12 09:00:00,Smartwatch,South,50,1887,10,1029,Wearables
2023-01-12 10:00:00,Phone,North,57,253,3,1023,Electronics
2023-01-12 11:00:00,Smartwatch,South,50,3985,9,1099,Wearables
2023-01-12 12:00:00,Mouse,South,48,746,6,1045,Accessories
2023-01-12 13:00:00,Tablet,South,43,1357,4,1056,Electronics
2023-01-12 14:00:00,Mouse,West,19,1469,3,1096,Accessories
2023-01-12 15:00:00,Mouse,North,38,3473,1,1023,Accessories
2023-01-12 16:00:00,Phone,East,58,395,3,1040,Electronics
2023-01-12 17:00:00,Headphones,North,38,505,6,1087,Accessories
2023-01-12 18:00:00,Mouse,North,19,4631,5,1072,Accessories
2023-01-12 19:00:00,Tablet,South,60,1081,7,1070,Electronics
2023-01-12 20:00:00,Smartwatch,West,58,1240,2,1095,Wearables
2023-01-12 21:00:00,Keyboard,West,37,4235,7,1072,Accessories
2023-01-12 22:00:00,Tablet,West,54,1960,8,1083,Electronics
2023-01-12 23:00:00,Laptop,East,26,3845,10,1089,Electronics
2023-01-13 00:00:00,Smartwatch,East,26,3691,5,1070,Wearables
2023-01-13 01:00:00,Phone,North,25,2341,7,1003,Electronics
2023-01-13 02:00:00,Mouse,South,47,1539,8,1039,Accessories
2023-01-13 03:00:00,Keyboard,West,21,3769,8,1077,Accessories
2023-01-13 04:00:00,Mouse,West,34,493,9,1064,Accessories
2023-01-13 05:00:00,Phone,West,59,2635,2,1006,Electronics
2023-01-13 06:00:00,Tablet,West,53,2393,9,1034,Electronics
2023-01-13 07:00:00,Laptop,East,45,4634,10,1053,Electronics
2023-01-13 08:00:00,Smartwatch,East,22,2705,9,1036,Wearables
2023-01-13 09:00:00,Tablet,East,52,4072,7,1071,Electronics
2023-01-13 10:00:00,Laptop,North,43,4485,4,1090,Electronics
2023-01-13 11:00:00,Monitor,South,46,4436,7,1043,Electronics
2023-01-13 12:00:00,Mouse,South,19,3694,2,1042,Accessories
2023-01-13 13:00:00,Smartwatch,East,44,1414,4,1046,Wearables
2023-01-13 14:00:00,Smartwatch,South,43,4535,10,1013,Wearables
2023-01-13 15:00:00,Laptop,West,31,1240,6,1088,Electronics
2023-01-13 16:00:00,Monitor,West,29,559,10,1052,Electronics
2023-01-13 17:00:00,Keyboard,West,21,3328,5,1073,Accessories
2023-01-13 18:00:00,Headphones,East,22,1635,6,1094,Accessories
2023-01-13 19:00:00,Keyboard,North,43,1284,10,1027,Accessories
2023-01-13 20:00:00,Smartwatch,West,28,1350,3,1021,Wearables
2023-01-13 21:00:00,Smartwatch,East,54,4297,2,1092,Wearables
2023-01-13 22:00:00,Phone,South,18,261,2,1037,Electronics
2023-01-13 23:00:00,Laptop,North,48,698,9,1005,Electronics
2023-01-14 00:00:00,Monitor,East,30,1421,6,1043,Electronics
2023-01-14 01:00:00,Headphones,West,55,3502,8,1098,Accessories
2023-01-14 02:00:00,Keyboard,East,55,4776,3,1082,Accessories
2023-01-14 03:00:00,Laptop,West,29,4583,4,1058,Electronics
2023-01-14 04:00:00,Tablet,South,50,484,6,1097,Electronics
2023-01-14 05:00:00,Phone,South,57,2434,1,1087,Electronics
2023-01-14 06:00:00,Monitor,West,23,2169,2,1038,Electronics
2023-01-14 07:00:00,Phone,East,54,3457,10,1013,Electronics
2023-01-14 08:00:00,Smartwatch,South,52,3483,5,1011,Wearables
2023-01-14 09:00:00,Phone,North,28,3045,8,1082,Electronics
2023-01-14 10:00:00,Headphones,South,49,4172,4,1073,Accessories
2023-01-14 11:00:00,Smartwatch,West,25,4798,8,1027,Wearables
2023-01-14 12:00:00,Keyboard,East,53,2704,8,1048,Accessories
2023-01-14 13:00:00,Keyboard,South,27,1175,10,1026,Accessories
2023-01-14 14:00:00,Tablet,North,44,2267,7,1073,Electronics
2023-01-14 15:00:00,Smartwatch,East,38,4072,3,1013,Wearables
2023-01-14 16:00:00,Smartwatch,East,31,3395,7,1081,Wearables
2023-01-14 17:00:00,Monitor,North,32,157,4,1001,Electronics
2023-01-14 18:00:00,Smartwatch,East,47,4701,9,1031,Wearables
2023-01-14 19:00:00,Headphones,East,23,3465,10,1066,Accessories
2023-01-14 20:00:00,Tablet,North,47,209,7,1083,Electronics
2023-01-14 21:00:00,Monitor,East,18,3544,6,1100,Electronics
2023-01-14 22:00:00,Headphones,North,52,2223,5,1075,Accessories
2023-01-14 23:00:00,Phone,East,45,3654,10,1010,Electronics
2023-01-15 00:00:00,Keyboard,West,37,1324,10,1089,Accessories
2023-01-15 01:00:00,Tablet,West,57,2155,8,1051,Electronics
2023-01-15 02:00:00,Mouse,North,34,2856,8,1099,Accessories
2023-01-15 03:00:00,Keyboard,East,28,1499,10,1052,Accessories
2023-01-15 04:00:00,Laptop,East,43,3013,2,1064,Electronics
2023-01-15 05:00:00,Keyboard,North,55,3826,8,1057,Accessories
2023-01-15 06:00:00,Keyboard,North,36,1831,9,1088,Accessories
2023-01-15 07:00:00,Smartwatch,West,28,3761,3,1004,Wearables
2023-01-15 08:00:00,Headphones,West,19,4556,3,1080,Accessories
2023-01-15 09:00:00,Smartwatch,West,31,3865,1,1087,Wearables
2023-01-15 10:00:00,Smartwatch,South,55,2102,1,1047,Wearables
2023-01-15 11:00:00,Mouse,West,52,3894,9,1020,Accessories
2023-01-15 12:00:00,Mouse,North,60,4103,2,1010,Accessories
2023-01-15 13:00:00,Tablet,North,33,4534,1,1065,Electronics
2023-01-15 14:00:00,Smartwatch,East,23,4443,1,1043,Wearables
2023-01-15 15:00:00,Mouse,North,33,2187,2,1087,Accessories
2023-01-15 16:00:00,Monitor,South,38,165,5,1065,Electronics
2023-01-15 17:00:00,Monitor,South,37,3666,3,1049,Electronics
2023-01-15 18:00:00,Tablet,South,58,79,9,1068,Electronics
2023-01-15 19:00:00,Monitor,North,56,2283,7,1092,Electronics
2023-01-15 20:00:00,Tablet,West,19,3462,7,1006,Electronics
2023-01-15 21:00:00,Laptop,North,25,2655,10,1034,Electronics
2023-01-15 22:00:00,Mouse,North,36,3970,1,1089,Accessories
2023-01-15 23:00:00,Smartwatch,West,40,3884,7,1025,Wearables
2023-01-16 00:00:00,Tablet,North,54,3803,3,1078,Electronics
2023-01-16 01:00:00,Tablet,East,57,483,6,1034,Electronics
2023-01-16 02:00:00,Headphones,North,44,3605,2,1019,Accessories
2023-01-16 03:00:00,Smartwatch,East,46,757,6,1076,Wearables
2023-01-16 04:00:00,Laptop,South,19,1215,8,1002,Electronics
2023-01-16 05:00:00,Headphones,North,42,4260,6,1005,Accessories
2023-01-16 06:00:00,Mouse,East,56,4147,10,1066,Accessories
2023-01-16 07:00:00,Phone,East,29,3767,6,1087,Electronics
2023-01-16 08:00:00,Smartwatch,South,22,1304,2,1085,Wearables
2023-01-16 09:00:00,Phone,East,57,4520,5,1068,Electronics
2023-01-16 10:00:00,Smartwatch,North,39,2559,10,1076,Wearables
2023-01-16 11:00:00,Laptop,West,52,1320,1,1019,Electronics
2023-01-16 12:00:00,Headphones,West,46,3317,10,1042,Accessories
2023-01-16 13:00:00,Tablet,North,30,4329,7,1100,Electronics
2023-01-16 14:00:00,Headphones,North,18,552,8,1070,Accessories
2023-01-16 15:00:00,Phone,South,41,4954,2,1082,Electronics
2023-01-16 16:00:00,Smartwatch,South,34,1166,1,1042,Wearables
2023-01-16 17:00:00,Keyboard,East,56,4249,9,1062,Accessories
2023-01-16 18:00:00,Mouse,North,51,1251,1,1066,Accessories
2023-01-16 19:00:00,Tablet,South,28,3335,1,1026,Electronics
2023-01-16 20:00:00,Phone,West,35,633,5,1078,Electronics
2023-01-16 21:00:00,Mouse,North,32,3143,6,1092,Accessories
2023-01-16 22:00:00,Tablet,East,53,2156,9,1070,Electronics
2023-01-16 23:00:00,Mouse,South,50,1029,8,1006,Accessories
2023-01-17 00:00:00,Smartwatch,West,35,3634,3,1025,Wearables
2023-01-17 01:00:00,Laptop,South,60,269,5,1062,Electronics
2023-01-17 02:00:00,Phone,North,33,60,3,1004,Electronics
2023-01-17 03:00:00,Monitor,East,21,2848,3,1028,Electronics
2023-01-17 04:00:00,Keyboard,East,27,1654,8,1058,Accessories
2023-01-17 05:00:00,Monitor,East,22,4086,5,1061,Electronics
2023-01-17 06:00:00,Phone,North,47,660,10,1027,Electronics
2023-01-17 07:00:00,Tablet,East,52,4276,7,1097,Electronics
2023-01-17 08:00:00,Phone,West,25,3525,7,1011,Electronics
2023-01-17 09:00:00,Phone,North,44,322,6,1020,Electronics
2023-01-17 10:00:00,Smartwatch,West,48,2791,3,1007,Wearables
2023-01-17 11:00:00,Headphones,North,50,3221,10,1048,Accessories
